//Main Game level 10 - Jumper Boss
T,Level 10;Once we got near this corridor it started falling apart.;Quickly.;Something is trying to destroy it.;We can only imagine it's being destroyed to keep us from finding something.;We need to push through all of the falling debris.;Whatever is here we clearly need.;Maybe we can finally get some answers.
//Stop Point
X,7808
//Player Starting Positions
H,100,160,100,384
//Floor Tiles
B,0,64,96,96
B,0,160,96,96
B,0,256,96,96
B,0,352,96,96
B,0,448,96,96
B,96,64,96,96
B,96,160,96,96
B,96,256,96,96
B,96,352,96,96
B,96,448,96,96
B,192,64,96,96
B,192,160,96,96
B,192,256,96,96
B,192,352,96,96
B,192,448,96,96
B,288,64,96,96
B,288,160,96,96
B,288,256,96,96
B,288,352,96,96
B,288,448,96,96
B,384,64,96,96
B,384,160,96,96
B,384,256,96,96
B,384,352,96,96
B,384,448,96,96
B,480,64,96,96
B,480,160,96,96
B,480,256,96,96
B,480,352,96,96
B,480,448,96,96
B,576,64,96,96
B,576,160,96,96
B,576,256,96,96
B,576,352,96,96
B,576,448,96,96
B,672,64,96,96
B,672,160,96,96
B,672,256,96,96
B,672,352,96,96
B,672,448,96,96
B,768,64,96,96
B,768,160,96,96
B,768,256,96,96
B,768,352,96,96
B,768,448,96,96
B,864,64,96,96
B,864,160,96,96
B,864,256,96,96
B,864,352,96,96
B,864,448,96,96
B,960,64,96,96
B,960,160,96,96
B,960,256,96,96
B,960,352,96,96
B,960,448,96,96
B,1056,64,96,96
B,1056,160,96,96
B,1056,256,96,96
B,1056,352,96,96
B,1056,448,96,96
B,8224,64,96,96
B,8224,160,96,96
B,8224,256,96,96
B,8224,352,96,96
B,8224,448,96,96
B,8320,64,96,96
B,8320,160,96,96
B,8320,256,96,96
B,8320,352,96,96
B,8320,448,96,96
//Top Tiles
B,1152,64,96,96
B,1248,64,96,96
B,1344,64,96,96
B,1440,64,96,96
B,1536,64,96,96
B,1632,64,96,96
B,1728,64,96,96
B,1824,64,96,96
B,1920,64,96,96
B,2016,64,96,96
B,2112,64,96,96
B,2208,64,96,96
B,2304,64,96,96
B,2400,64,96,96
B,2496,64,96,96
B,2592,64,96,96
B,2688,64,96,96
B,2784,64,96,96
B,2880,64,96,96
B,2976,64,96,96
B,3072,64,96,96
B,3168,64,96,96
B,3264,64,96,96
B,3360,64,96,96
B,3456,64,96,96
B,3552,64,96,96
B,3648,64,96,96
B,3744,64,96,96
B,3840,64,96,96
B,3936,64,96,96
B,4032,64,96,96
B,4128,64,96,96
B,4224,64,96,96
B,4320,64,96,96
B,4416,64,96,96
B,4512,64,96,96
B,4608,64,96,96
B,4704,64,96,96
B,4800,64,96,96
B,4896,64,96,96
B,4992,64,96,96
B,5088,64,96,96
B,5184,64,96,96
B,5280,64,96,96
B,5376,64,96,96
B,5472,64,96,96
B,5568,64,96,96
B,5664,64,96,96
B,5760,64,96,96
B,5856,64,96,96
B,5952,64,96,96
B,6048,64,96,96
B,6144,64,96,96
B,6240,64,96,96
B,6336,64,96,96
B,6432,64,96,96
B,6528,64,96,96
B,6624,64,96,96
B,6720,64,96,96
B,6816,64,96,96
B,6912,64,96,96
B,7008,64,96,96
B,7104,64,96,96
B,7200,64,96,96
B,7296,64,96,96
B,7392,64,96,96
B,7488,64,96,96
B,7584,64,96,96
B,7680,64,96,96
B,7776,64,96,96
B,7872,64,96,96
B,7968,64,96,96
B,8064,64,96,96
B,8160,64,96,96
//Second Row Tiles
B,1152,160,96,96
B,1248,160,96,96
B,1344,160,96,96
B,1440,160,96,96
B,1536,160,96,96
B,1632,160,96,96
B,1728,160,96,96
B,1824,160,96,96
B,1920,160,96,96
B,2016,160,96,96
B,2112,160,96,96
B,2208,160,96,96
B,2304,160,96,96
B,2400,160,96,96
B,2496,160,96,96
B,2592,160,96,96
B,2688,160,96,96
B,2784,160,96,96
B,2880,160,96,96
B,2976,160,96,96
B,3072,160,96,96
B,3168,160,96,96
B,3264,160,96,96
B,3360,160,96,96
B,3456,160,96,96
B,3552,160,96,96
B,3648,160,96,96
B,3744,160,96,96
B,3840,160,96,96
B,3936,160,96,96
B,4032,160,96,96
B,4128,160,96,96
B,4224,160,96,96
B,4320,160,96,96
B,4416,160,96,96
B,4512,160,96,96
B,4608,160,96,96
B,4704,160,96,96
B,4800,160,96,96
B,4896,160,96,96
B,4992,160,96,96
B,5088,160,96,96
B,5184,160,96,96
B,5280,160,96,96
B,5376,160,96,96
B,5472,160,96,96
B,5568,160,96,96
B,5664,160,96,96
B,5760,160,96,96
B,5856,160,96,96
B,5952,160,96,96
B,6048,160,96,96
B,6144,160,96,96
B,6240,160,96,96
B,6336,160,96,96
B,6432,160,96,96
B,6528,160,96,96
B,6624,160,96,96
B,6720,160,96,96
B,6816,160,96,96
B,6912,160,96,96
B,7008,160,96,96
B,7104,160,96,96
B,7200,160,96,96
B,7296,160,96,96
B,7392,160,96,96
B,7488,160,96,96
B,7584,160,96,96
B,7680,160,96,96
B,7776,160,96,96
B,7872,160,96,96
B,7968,160,96,96
B,8064,160,96,96
B,8160,160,96,96
//Back tiles third row
B,1152,256,96,96
B,1248,256,96,96
B,1344,256,96,96
B,1440,256,96,96
B,1536,256,96,96
B,1632,256,96,96
B,1728,256,96,96
B,1824,256,96,96
B,1920,256,96,96
B,2016,256,96,96
B,2112,256,96,96
B,2208,256,96,96
B,2304,256,96,96
B,2400,256,96,96
B,2496,256,96,96
B,2592,256,96,96
B,2688,256,96,96
B,2784,256,96,96
B,2880,256,96,96
B,2976,256,96,96
B,3072,256,96,96
B,3168,256,96,96
B,3264,256,96,96
B,3360,256,96,96
B,3456,256,96,96
B,3552,256,96,96
B,3648,256,96,96
B,3744,256,96,96
B,3840,256,96,96
B,3936,256,96,96
B,4032,256,96,96
B,4128,256,96,96
B,4224,256,96,96
B,4320,256,96,96
B,4416,256,96,96
B,4512,256,96,96
B,4608,256,96,96
B,4704,256,96,96
B,4800,256,96,96
B,4896,256,96,96
B,4992,256,96,96
B,5088,256,96,96
B,5184,256,96,96
B,5280,256,96,96
B,5376,256,96,96
B,5472,256,96,96
B,5568,256,96,96
B,5664,256,96,96
B,5760,256,96,96
B,5856,256,96,96
B,5952,256,96,96
B,6048,256,96,96
B,6144,256,96,96
B,6240,256,96,96
B,6336,256,96,96
B,6432,256,96,96
B,6528,256,96,96
B,6624,256,96,96
B,6720,256,96,96
B,6816,256,96,96
B,6912,256,96,96
B,7008,256,96,96
B,7104,256,96,96
B,7200,256,96,96
B,7296,256,96,96
B,7392,256,96,96
B,7488,256,96,96
B,7584,256,96,96
B,7680,256,96,96
B,7776,256,96,96
B,7872,256,96,96
B,7968,256,96,96
B,8064,256,96,96
B,8160,256,96,96
//Fourth Row Tiles
B,1152,352,96,96
B,1248,352,96,96
B,1344,352,96,96
B,1440,352,96,96
B,1536,352,96,96
B,1632,352,96,96
B,1728,352,96,96
B,1824,352,96,96
B,1920,352,96,96
B,2016,352,96,96
B,2112,352,96,96
B,2208,352,96,96
B,2304,352,96,96
B,2400,352,96,96
B,2496,352,96,96
B,2592,352,96,96
B,2688,352,96,96
B,2784,352,96,96
B,2880,352,96,96
B,2976,352,96,96
B,3072,352,96,96
B,3168,352,96,96
B,3264,352,96,96
B,3360,352,96,96
B,3456,352,96,96
B,3552,352,96,96
B,3648,352,96,96
B,3744,352,96,96
B,3840,352,96,96
B,3936,352,96,96
B,4032,352,96,96
B,4128,352,96,96
B,4224,352,96,96
B,4320,352,96,96
B,4416,352,96,96
B,4512,352,96,96
B,4608,352,96,96
B,4704,352,96,96
B,4800,352,96,96
B,4896,352,96,96
B,4992,352,96,96
B,5088,352,96,96
B,5184,352,96,96
B,5280,352,96,96
B,5376,352,96,96
B,5472,352,96,96
B,5568,352,96,96
B,5664,352,96,96
B,5760,352,96,96
B,5856,352,96,96
B,5952,352,96,96
B,6048,352,96,96
B,6144,352,96,96
B,6240,352,96,96
B,6336,352,96,96
B,6432,352,96,96
B,6528,352,96,96
B,6624,352,96,96
B,6720,352,96,96
B,6816,352,96,96
B,6912,352,96,96
B,7008,352,96,96
B,7104,352,96,96
B,7200,352,96,96
B,7296,352,96,96
B,7392,352,96,96
B,7488,352,96,96
B,7584,352,96,96
B,7680,352,96,96
B,7776,352,96,96
B,7872,352,96,96
B,7968,352,96,96
B,8064,352,96,96
B,8160,352,96,96
//Fifth row tiles
B,1152,448,96,96
B,1248,448,96,96
B,1344,448,96,96
B,1440,448,96,96
B,1536,448,96,96
B,1632,448,96,96
B,1728,448,96,96
B,1824,448,96,96
B,1920,448,96,96
B,2016,448,96,96
B,2112,448,96,96
B,2208,448,96,96
B,2304,448,96,96
B,2400,448,96,96
B,2496,448,96,96
B,2592,448,96,96
B,2688,448,96,96
B,2784,448,96,96
B,2880,448,96,96
B,2976,448,96,96
B,3072,448,96,96
B,3168,448,96,96
B,3264,448,96,96
B,3360,448,96,96
B,3456,448,96,96
B,3552,448,96,96
B,3648,448,96,96
B,3744,448,96,96
B,3840,448,96,96
B,3936,448,96,96
B,4032,448,96,96
B,4128,448,96,96
B,4224,448,96,96
B,4320,448,96,96
B,4416,448,96,96
B,4512,448,96,96
B,4608,448,96,96
B,4704,448,96,96
B,4800,448,96,96
B,4896,448,96,96
B,4992,448,96,96
B,5088,448,96,96
B,5184,448,96,96
B,5280,448,96,96
B,5376,448,96,96
B,5472,448,96,96
B,5568,448,96,96
B,5664,448,96,96
B,5760,448,96,96
B,5856,448,96,96
B,5952,448,96,96
B,6048,448,96,96
B,6144,448,96,96
B,6240,448,96,96
B,6336,448,96,96
B,6432,448,96,96
B,6528,448,96,96
B,6624,448,96,96
B,6720,448,96,96
B,6816,448,96,96
B,6912,448,96,96
B,7008,448,96,96
B,7104,448,96,96
B,7200,448,96,96
B,7296,448,96,96
B,7392,448,96,96
B,7488,448,96,96
B,7584,448,96,96
B,7680,448,96,96
B,7776,448,96,96
B,7872,448,96,96
B,7968,448,96,96
B,8064,448,96,96
B,8160,448,96,96
//Bottom row tiles
B,0,544,32,96
B,96,544,32,96
B,192,544,32,96
B,288,544,32,96
B,384,544,32,96
B,480,544,32,96
B,576,544,32,96
B,672,544,32,96
B,768,544,32,96
B,1152,544,32,96
B,1248,544,32,96
B,1344,544,32,96
B,1440,544,32,96
B,1536,544,32,96
B,1632,544,32,96
B,1728,544,32,96
B,1824,544,32,96
B,1920,544,32,96
B,2016,544,32,96
B,2112,544,32,96
B,2208,544,32,96
B,2304,544,32,96
B,2400,544,32,96
B,2592,544,32,96
B,2688,544,32,96
B,2784,544,32,96
B,2880,544,32,96
B,2976,544,32,96
B,3072,544,32,96
B,3168,544,32,96
B,3264,544,32,96
B,3360,544,32,96
B,3456,544,32,96
B,3552,544,32,96
B,3648,544,32,96
B,3744,544,32,96
B,3840,544,32,96
B,3936,544,32,96
B,4032,544,32,96
B,4128,544,32,96
B,4224,544,32,96
B,4320,544,32,96
B,4416,544,32,96
B,4512,544,32,96
B,4608,544,32,96
B,4704,544,32,96
B,4800,544,32,96
B,4896,544,32,96
B,4992,544,32,96
B,5088,544,32,96
B,5184,544,32,96
B,5280,544,32,96
B,5376,544,32,96
B,5472,544,32,96
B,5568,544,32,96
B,5664,544,32,96
B,5760,544,32,96
B,5856,544,32,96
B,5952,544,32,96
B,6048,544,32,96
B,6144,544,32,96
B,6240,544,32,96
B,6336,544,32,96
B,6432,544,32,96
B,6528,544,32,96
B,6624,544,32,96
B,6720,544,32,96
B,6816,544,32,96
B,6912,544,32,96
B,7008,544,32,96
B,7104,544,32,96
B,7200,544,32,96
B,7296,544,32,96
B,7392,544,32,96
B,7488,544,32,96
B,7584,544,32,96
B,7680,544,32,96
B,7776,544,32,96
B,7872,544,32,96
B,7968,544,32,96
B,8064,544,32,96
B,8160,544,32,96
B,8320,544,32,96
B,8224,544,32,96
//Starting Corridor
S,0,32,32,352
S,352,32,32,352
S,704,32,32,352
S,1056,32,96,352
S,1408,32,96,352
S,1760,32,32,352
S,2112,32,96,352
S,2464,32,96,352
S,2816,32,32,352
S,3168,32,96,352
S,3520,32,96,352
S,3872,32,32,352
S,4224,32,32,352
S,4576,32,32,352
S,4928,32,32,352
S,0,576,32,352
S,352,576,32,352
S,704,544,64,352
S,1056,512,96,352
S,1408,480,128,352
S,1760,448,160,352
S,2112,416,192,352
S,2464,384,224,352
S,2816,352,256,352
S,3168,320,288,352
S,3520,288,320,352
S,3872,256,352,352
S,4224,224,384,352
S,4224,576,32,352
S,4576,192,416,352
S,4576,544,64,352
S,4928,160,448,352
S,4928,512,96,352
E,Rubble,Rubble,1120,220
E,Rubble,Rubble,1220,310
E,Rubble,Rubble,1130,230
E,Rubble,Rubble,1320,350
E,Rubble,Rubble,1420,160
E,Rubble,Rubble,1520,270
E,Rubble,Rubble,1620,190
E,Rubble,Rubble,1720,180
E,Rubble,Rubble,1820,160
E,Rubble,Rubble,2120,220
E,Rubble,Rubble,2220,310
E,Rubble,Rubble,2130,230
E,Rubble,Rubble,2320,350
E,Rubble,Rubble,2420,160
E,Rubble,Rubble,2220,270
E,Rubble,Rubble,2020,190
E,Rubble,Rubble,2720,180
E,Rubble,Rubble,2020,160
E,Rubble,Rubble,2820,200
E,Rubble,Rubble,2920,240
E,Rubble,Rubble,2520,130
E,Rubble,Rubble,2420,260
E,Rubble,Rubble,3120,180
E,Rubble,Rubble,3020,120
E,Rubble,Rubble,3220,200
E,Rubble,Rubble,3120,140
E,Rubble,Rubble,3020,130
E,Rubble,Rubble,3220,160
E,Rubble,Rubble,3140,170
E,Rubble,Rubble,3220,180
E,Rubble,Rubble,3120,120
E,Rubble,Rubble,3040,170
E,Rubble,Rubble,3520,180
E,Rubble,Rubble,3620,120
E,Rubble,Rubble,3820,200
E,Rubble,Rubble,3920,140
E,Rubble,Rubble,3520,130
E,Rubble,Rubble,3420,160
E,Rubble,Rubble,3340,170
E,Rubble,Rubble,3520,180
E,Rubble,Rubble,3620,120
E,Rubble,Rubble,4040,170
E,Rubble,Rubble,4220,180
E,Rubble,Rubble,4120,120
E,Rubble,Rubble,4020,100
E,Rubble,Rubble,4220,140
E,Rubble,Rubble,4120,130
E,Rubble,Rubble,4020,160
E,Rubble,Rubble,4340,170
E,Rubble,Rubble,4220,180
E,Rubble,Rubble,4120,120
E,Rubble,Rubble,4340,170
E,Rubble,Rubble,4520,180
E,Rubble,Rubble,4620,120
E,Rubble,Rubble,4820,100
E,Rubble,Rubble,4920,140
E,Rubble,Rubble,4520,130
E,Rubble,Rubble,4420,160
E,Rubble,Rubble,4340,170
E,Rubble,Rubble,4520,180
E,Rubble,Rubble,4620,120
E,SpinningBlade,Down,400,300
E,SpinningBlade,Down,600,200
E,SpinningBlade,Down,800,300
E,SpinningBlade,Down,1000,200
P,Money,400,1000,64
E,SpinningBlade,Down,1200,200
E,SpinningBlade,Down,1400,300
E,SpinningBlade,Down,1600,200
E,SpinningBlade,Down,1800,200
E,SpinningBlade,Down,2000,300
P,Money,400,2000,64
E,SpinningBlade,Down,2200,200
E,SpinningBlade,Down,2400,150
E,SpinningBlade,Down,2600,200
E,SpinningBlade,Down,2800,150
E,SpinningBlade,Down,3000,200
P,Money,400,3000,64
E,SpinningBlade,Down,3200,150
E,SpinningBlade,Down,3400,200
E,SpinningBlade,Down,3600,150
E,SpinningBlade,Down,3800,200
E,SpinningBlade,Down,4000,150
P,Money,400,4000,64
E,SpinningBlade,Down,4200,150
E,SpinningBlade,Down,4400,100
E,SpinningBlade,Down,4600,150
E,SpinningBlade,Down,4800,100
E,SpinningBlade,Down,5100,100
P,money,1000,1020,512
E,Rubble,Rubble,1000,508
E,Rubble,Rubble,1024,480
P,money,1000,1370,480
E,Rubble,Rubble,1345,480
E,Rubble,Rubble,1370,462
P,money,1000,1720,448
E,Rubble,Rubble,1690,440
E,Rubble,Rubble,1720,400
P,money,1000,2070,416
E,Rubble,Rubble,2040,416
E,Rubble,Rubble,2070,390
P,money,1000,2426,384
E,Rubble,Rubble,2380,376
E,Rubble,Rubble,2420,350
P,money,1000,2776,352
E,Rubble,Rubble,2740,340
E,Rubble,Rubble,2777,310
P,money,1000,3130,320
E,Rubble,Rubble,3100,300
E,Rubble,Rubble,3130,280
P,money,1000,3480,288
E,Rubble,Rubble,3450,270
E,Rubble,Rubble,3480,250
P,money,1000,3830,256
E,Rubble,Rubble,3804,215
E,Rubble,Rubble,3830,250
P,money,1000,4190,224
E,Rubble,Rubble,4191,214
E,Rubble,Rubble,4182,222
P,money,1000,4540,192
E,Rubble,Rubble,4534,190
E,Rubble,Rubble,4543,184
//Blade S Curve
S,5280,32,32,352
S,5280,160,32,288
S,5344,416,32,288
S,5280,576,32,352
S,5632,32,224,64
S,5632,256,192,64
S,5632,576,32,64
E,SpinningBlade,Left,5330,224
E,SpinningBlade,Left,5330,288
E,SpinningBlade,Left,5330,352
P,Money,1000,5450,256
P,Money,1000,5450,320
P,Energy,40,5280,192
P,Energy,40,5600,384
E,SpinningBlade,Right,5330,544
E,SpinningBlade,Left,5430,512
E,SpinningBlade,Left,5530,544
E,SpinningBlade,Left,5630,512
//Rubble Stretch
S,5696,32,64,352
S,6048,32,96,352
S,6400,32,96,352
S,6752,32,96,352
S,7104,32,96,352
S,7456,32,96,352
E,Turret,None,6048,128
E,Turret,None,6720,256
S,5696,512,96,352
S,6048,512,96,352
S,6400,512,96,352
S,6752,512,96,352
S,7104,512,96,352
S,7456,512,96,352
E,Turret,None,6048,480
E,Turret,None,6720,352
A,6048,288,64,352
A,6400,288,64,352
A,6752,192,256,352
A,7104,288,64,352
A,7456,288,64,352
E,Turret,None,7136,256
E,Turret,None,7136,352
E,Rubble,Rubble,6010,288
E,Rubble,Rubble,5984,318
E,Rubble,Rubble,5964,265
//Pre Gap
E,Rubble,Rubble,6040,256
E,Rubble,Rubble,6050,216
E,Rubble,Rubble,6030,176
E,Rubble,Rubble,6020,136
E,Rubble,Rubble,6350,352
E,Rubble,Rubble,6360,392
E,Rubble,Rubble,6376,432
E,Rubble,Rubble,6361,472
E,Rubble,Rubble,6600,256
E,Rubble,Rubble,6614,216
E,Rubble,Rubble,6604,176
E,Rubble,Rubble,6590,136
//Post Gap
E,Rubble,Rubble,7170,352
E,Rubble,Rubble,7178,392
E,Rubble,Rubble,7160,432
E,Rubble,Rubble,7179,472
E,Rubble,Rubble,7495,256
E,Rubble,Rubble,7498,216
E,Rubble,Rubble,7510,176
E,Rubble,Rubble,7510,136
E,Rubble,Rubble,7760,352
E,Rubble,Rubble,7752,392
E,Rubble,Rubble,7736,432
E,Rubble,Rubble,7752,472
//Boss Room
S,7456,32,64,352
S,7808,32,64,352
S,8160,32,64,320
S,8416,96,352,64
S,8416,448,128,64
S,7456,544,64,352
S,7808,544,64,352
S,8160,544,64,320
P,Energy,20,7808,128
P,Energy,20,8096,128
P,Energy,20,8384,128
P,Energy,20,7808,128
P,Energy,20,8096,128
P,Energy,20,8384,128
E,Rubble,Rubble,7820,402
E,Rubble,Rubble,7940,442
E,Rubble,Rubble,8050,492
E,Rubble,Rubble,8180,452
E,Rubble,Rubble,8260,412
E,Rubble,Rubble,8340,452
E,Rubble,Rubble,7830,362
E,Rubble,Rubble,7970,392
E,Rubble,Rubble,8090,352
E,Rubble,Rubble,8150,322
E,Rubble,Rubble,8220,382
E,Rubble,Rubble,8350,342
E,Rubble,Rubble,7870,272
E,Rubble,Rubble,7930,292
E,Rubble,Rubble,8060,252
E,Rubble,Rubble,8110,272
E,Rubble,Rubble,8200,212
E,Rubble,Rubble,8390,222
E,BossJumper,BossJumper,8416,256
