S,0,128,32,96
S,0,256,32,96
S,96,256,32,96
S,96,128,32,96
S,192,64,96,32
S,288,256,32,96
S,352,160,96,32
S,352,96,64,32
S,192,-32,96,32
S,224,-32,32,96
S,320,-32,32,96
S,416,-32,32,96
S,512,-32,96,32
S,512,64,96,32
S,512,160,96,32
S,352,288,96,32
S,352,384,32,96
S,448,384,32,96
S,544,384,32,96
S,640,384,32,96
S,736,320,96,32
S,736,256,64,32
S,544,0,96,96
S,640,0,96,96
S,736,0,96,96
S,768,192,32,96
S,832,0,96,96
S,928,0,96,96
S,992,96,96,32
S,992,192,96,32
S,768,384,64,32
S,800,384,64,32
S,832,416,32,96
S,928,416,32,96
S,992,288,32,32
S,1024,416,32,96
S,1088,320,96,32
S,1088,224,96,32
S,1088,128,96,32
S,1024,0,32,96
S,1120,0,32,96
S,1216,0,96,32
S,1216,96,96,32
S,1216,192,96,32
S,1120,384,64,96
S,1216,384,64,96
S,1312,384,64,64
S,1344,288,96,32
S,1344,192,96,32
S,1248,0,96,96
S,1344,0,96,96
S,1440,0,96,96
S,1472,96,96,64
S,1504,192,96,32
S,1376,192,96,32
S,1504,288,64,32
S,1376,384,64,96
S,1472,416,32,96
S,1568,416,32,96
S,1632,320,96,32
S,1632,224,96,32
S,1632,128,96,32
S,1536,32,32,96
S,1632,32,32,96
S,1728,32,96,96
S,1728,128,96,96
S,1728,224,96,96
S,1664,384,64,96
S,1760,384,64,96
S,1856,384,64,96
S,1888,288,96,64
S,1824,32,96,96
S,1920,32,96,96
S,1824,128,96,96
S,1920,128,96,96
S,1952,288,96,96
S,1952,384,64,96
S,1952,448,64,96
S,1856,448,64,96
S,1760,448,64,96
S,1728,448,64,32
S,2016,128,96,96
S,2016,32,96,96
S,2112,32,96,96
S,2112,128,96,96
S,2048,288,96,96
S,2048,384,96,96
S,2048,480,32,96
S,2144,416,96,96
S,2144,320,96,96
S,2208,128,96,96
S,2208,32,96,96
S,2304,32,96,96
S,2304,128,96,96
S,2240,320,96,96
S,2240,416,96,96
S,2336,320,96,64
S,2336,416,96,64
S,2400,32,96,96
S,2400,416,96,96
S,2496,480,32,96
S,2592,480,32,96
S,2688,480,32,96
S,2784,480,32,96
S,2496,32,32,96
S,2592,32,32,96
S,2688,32,32,96
S,2784,32,32,96
S,2880,32,32,96
S,2880,480,32,96
S,2976,416,96,96
S,2976,320,96,96
S,2976,224,96,96
