//Main Game level 12 - Turret Boss
T,Level 12;Luck and good fortune have brought us here.;Our target.;Our nemesis.;Our Mother.;LIGHT.;If we fail here humanity will fall.;But we won't fail.;We can't fail.
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,736,-64,64,32
S,-160,0,96,96
S,-64,0,96,96
S,32,0,96,96
S,128,0,96,96
S,256,0,96,96
S,224,0,96,32
S,-160,704,96,96
S,-64,704,96,96
S,32,704,96,96
S,128,704,96,96
S,224,704,96,96
S,320,704,96,96
S,416,704,96,96
S,512,704,96,96
S,352,0,96,96
S,448,0,96,96
S,544,0,96,96
S,640,0,96,96
S,736,0,96,96
S,832,0,96,96
S,928,0,96,96
S,1024,0,96,96
S,1120,0,96,96
S,1216,0,96,96
S,1312,0,96,96
S,1408,0,96,96
S,1504,0,96,96
S,1600,0,96,96
S,1696,0,96,96
S,1792,0,96,96
S,1888,0,96,96
S,1984,0,96,96
S,2080,0,96,96
S,2176,0,96,96
S,2272,0,96,96
S,2368,0,96,96
S,2464,0,96,96
S,2560,0,96,96
S,2656,0,96,96
S,2752,0,96,96
S,2848,0,96,96
S,2944,0,96,96
S,3040,0,96,96
S,3136,0,96,96
S,608,704,96,96
S,704,704,96,96
S,800,704,96,96
S,896,704,96,96
S,992,704,96,96
S,1088,704,96,96
S,1184,704,96,96
S,1280,704,96,96
S,1376,704,96,96
S,1472,704,96,96
S,1568,704,96,96
S,1664,704,96,96
S,1760,704,96,96
S,1856,704,96,96
S,1952,704,96,96
S,2048,704,96,96
S,2144,704,96,96
S,2240,704,96,96
S,2336,704,96,96
S,2432,704,96,96
S,2528,704,96,96
S,2624,704,96,96
S,2720,704,96,96
S,2816,704,96,96
S,2912,704,96,96
S,3008,704,96,96
S,3104,704,96,96
S,-160,608,96,32
S,-160,512,96,32
S,-160,416,96,32
S,-160,320,96,32
S,-160,224,96,32
S,-160,128,96,32
S,-160,96,32,32
S,576,96,64,32
S,576,640,64,32
S,576,512,64,32
S,736,160,64,32
S,736,576,64,32
S,736,416,64,32
S,736,320,64,32
S,992,96,96,96
S,992,192,96,96
S,992,288,96,96
S,992,608,96,96
S,992,512,96,96
S,1248,416,96,96
S,1248,320,96,96
S,1248,512,96,96
S,1248,224,96,96
S,1504,96,96,96
S,1504,192,96,96
S,1504,288,96,96
S,1504,384,96,96
S,1344,224,32,64
S,1440,448,32,64
S,1760,608,96,64
S,1760,512,96,64
S,1760,416,96,64
S,1760,320,96,64
S,1760,224,96,64
S,1824,224,96,64
S,1824,320,96,64
S,1824,416,96,64
S,1824,512,96,64
S,1824,608,96,64
S,2048,96,96,96
S,2048,192,96,96
S,2048,288,96,96
S,2144,288,96,96
S,2144,192,96,96
S,2144,96,96,96
S,2240,96,96,96
S,2240,192,96,96
S,2240,288,96,96
S,2720,608,96,96
S,2816,608,96,96
S,2912,608,96,96
S,3008,608,96,96
S,3008,512,96,96
S,2912,512,96,96
S,2816,512,96,96
S,2720,512,96,96
S,2720,416,96,96
S,2816,416,96,96
S,2912,416,96,96
S,3008,416,96,96
S,3200,704,96,96
S,3296,704,96,96
S,3392,704,96,96
S,3488,704,96,96
S,3584,704,96,96
S,3680,704,96,96
S,3776,704,96,96
S,3872,704,96,96
S,3968,704,96,96
S,4064,704,96,96
S,4160,704,96,96
S,4256,704,96,96
S,3232,0,96,96
S,3328,0,96,96
S,3424,0,96,96
S,3520,0,96,96
S,3616,0,96,96
S,3712,0,96,96
S,3808,0,96,96
S,3904,0,96,96
S,4000,0,96,96
S,4096,0,96,96
S,4192,0,96,96
S,4288,0,96,96
S,4384,0,96,96
S,2624,608,96,96
S,1888,608,96,96
S,2336,96,96,96
S,3104,608,96,96
S,3552,96,96,96
S,3648,96,96,96
S,3744,96,96,96
S,3744,192,96,96
S,3648,192,96,96
S,3744,288,96,96
S,3104,512,96,96
S,3200,608,96,96
S,4256,608,96,96
S,4160,608,96,96
S,4064,608,96,96
S,4160,512,96,96
S,4256,512,96,96
S,4256,416,96,96
S,3840,96,96,96
S,4352,704,96,96
S,4448,704,96,96
S,4544,704,96,96
S,4640,704,96,96
S,4736,704,96,96
S,4832,704,96,96
S,4928,704,96,96
S,5024,704,96,96
S,5120,704,96,96
S,4352,608,96,96
S,4352,512,96,96
S,4448,608,96,96
S,4256,96,96,96
S,4352,96,96,96
S,4448,96,96,96
S,4480,0,96,96
S,4544,96,96,96
S,4416,192,96,96
S,4512,192,96,96
S,4608,192,96,96
S,4576,0,96,96
S,4640,96,96,96
S,4672,0,96,96
S,4704,192,96,96
S,4544,288,96,96
S,4640,288,96,96
S,4640,384,96,96
S,4736,288,96,96
S,4736,96,96,96
S,4768,0,96,96
S,4864,0,96,96
S,4832,96,96,96
S,4800,192,96,96
S,4736,384,96,96
S,4832,288,96,96
S,4896,192,96,96
S,4928,96,96,96
S,4960,0,96,96
S,5120,608,96,96
S,5120,512,96,96
S,5024,608,96,96
S,5024,512,96,96
S,4928,608,96,96
S,5120,416,96,96
S,5120,320,96,96
S,5056,0,96,96
S,5152,0,96,96
S,5024,96,64,96
S,5248,0,96,96
S,5344,0,96,96
S,5344,96,96,96
S,5216,704,96,96
S,5216,608,96,96
S,5216,512,96,96
S,5312,608,96,96
S,5312,704,96,96
S,5408,704,96,96
S,5344,192,96,96
S,5376,288,96,96
S,5472,320,96,96
